816262,1
482105,2
1934796,2
2054947,1
443175,2
1209761,1
3708646,3
137220,4
2053226,2
1934793,2
492274,1
3555166,2
816780,2
779866,4
918735,2
1438465,3
824267,2
872912,1
3514521,1
1366001,1
4786113,3
1494590,1
2934303,1
779842,2
278688,1
1776947,2
899387,2
779864,3
1978440_green,3
4769626,2
2938457,3
325234,1
1934795,1
266899,4
4135570,1
1322041,2
1438466,4
300938,3
686951,2
1981415,4
1776948,3
2006365,1
1993747,1
1312640,1
4812254,3
1099413,1
1978440_blue,3
669789,4
3357888,2
1986316,1
1451546,4
848855,2
289540,2
3514520,1
816802,4
2140285,4
779848,3
1312564,1
1325806,4
4787986,4
1225694,4
779868,2
514518,1
280916,1
1934398,3
2934297,4
1422218,2
1432722,1
3965240,4
23355,1
3505505,1
1981413,3
832386,1
1377492,2
1391319,1
1978440_red,3
676442,1
3595723,2
1422706,1
572461,2
2278102,3
861175,1
493683,1
429430,1
478828,3
458542,3
3514519,4
450848,4
503392,1
1715477,1
1451563,1
791635,1
805693,3
847942,4
1422224,3
2231913,2
4852405,1
2053367,3
1993748,1
2292454,1
266685,1
454831,2
816323,1
5103712,4
1422222,2
1382080,4
4787985,3
1641905,4
4608858,1
1687508,1
834955,2
1099285,4
1934406,4
1366053,1
1978440,3
301233,3
1990255,1
1232590,3
816261,1
3557133,1
824259,1
4205436,2
779841,2
812888,4
855246,3
4205431,1
4769104,1
3429337,4
1934794,1
489702,4
917699,3
479956,4
898503,3
5103775,1
832382,1
346944,3
325414,1
107701,2
1446509,3
1291399,1
1992697,4
479742,4
594471,2
784343,4
784173,3
834954,1
1997551,1
1981412,3
3325048,1
2140197,2
1981414,4
816324,1
3470545,1
2938458,4
2934302,1
1298094,1
1992693,1
